sofifa_id,short_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,international_reputation,weak_foot,skill_moves,release_clause_eur,team_jersey_number,contract_valid_until,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,player_position_encoded,is_goalkeeper,is_right_foot,is_left_foot
243128,M. Suárez,19,2000-08-21,187,84,4.18467,4.2017,4.16166,1.0,54,69,11.69526,500,1,3,1,12.28304,12.0,2021.0,53.0,56.0,52.0,52.0,23.0,50.0,13,10,30,50,20,13,15,14,42,12,34,14,36,56,54,39,61,30,59,9,20,30,9,47,16,34,25,24,53,56,52,50,52,25+2,25+2,25+2,23+0,25+0,25+0,25+0,23+0,28+2,28+2,28+2,26+2,33+2,33+2,33+2,26+2,27+2,33+2,33+2,33+2,27+2,27+2,31+2,31+2,31+2,27+2,64.50657574281539,0,1,0
256053,J. Pulskamp,19,2001-04-19,188,86,4.16679,4.21021,4.1976,1.0,54,69,11.69526,500,1,1,1,12.28304,24.0,2022.0,59.0,51.0,48.0,58.0,24.0,52.0,13,9,10,27,9,8,14,14,22,15,27,21,30,38,41,36,59,20,57,8,20,11,6,31,19,34,13,12,59,51,48,52,58,19+2,19+2,19+2,17+0,18+0,18+0,18+0,17+0,20+2,20+2,20+2,19+2,20+2,20+2,20+2,19+2,18+2,21+2,21+2,21+2,18+2,17+2,21+2,21+2,21+2,17+2,64.50657574281539,0,1,0
236337,J. Turner,21,1999-02-25,194,82,4.15705,4.09977,4.09675,4.0,54,68,11.7753,800,1,3,1,12.36308,1.0,2021.0,56.0,57.0,52.0,56.0,24.0,54.0,13,5,13,24,5,7,12,14,25,19,18,29,22,36,48,39,60,27,49,8,21,11,4,32,14,23,11,13,56,57,52,54,56,18+2,18+2,18+2,16+0,18+0,18+0,18+0,16+0,19+2,19+2,19+2,18+2,21+2,21+2,21+2,18+2,18+2,21+2,21+2,21+2,18+2,18+2,20+2,20+2,20+2,18+2,64.50657574281539,0,1,0
250957,M. Wagner,19,2000-07-26,187,82,4.20005,4.10853,4.14699,3.0,54,68,11.69526,500,1,2,1,12.28304,12.0,2021.0,55.0,56.0,53.0,59.0,22.0,52.0,13,6,11,22,13,5,12,13,28,23,21,23,45,37,36,40,54,20,61,12,14,13,5,37,12,21,13,10,55,56,53,52,59,19+2,19+2,19+2,18+0,19+0,19+0,19+0,18+0,21+2,21+2,21+2,19+2,22+2,22+2,22+2,19+2,17+2,21+2,21+2,21+2,17+2,17+2,20+2,20+2,20+2,17+2,64.50657574281539,0,1,0
251305,K. Ibrahim,20,2000-05-26,188,86,4.20005,4.20866,4.19982,2.0,54,68,11.7753,2000,1,3,1,12.36308,39.0,2021.0,57.0,49.0,51.0,60.0,26.0,52.0,13,5,10,27,7,9,10,11,21,19,30,23,26,42,36,38,46,24,66,5,24,14,7,33,13,21,13,12,57,49,51,52,60,20+2,20+2,20+2,18+0,19+0,19+0,19+0,18+0,21+2,21+2,21+2,20+2,22+2,22+2,22+2,20+2,19+2,22+2,22+2,22+2,19+2,19+2,22+2,22+2,22+2,19+2,64.50657574281539,0,1,0
254223,J. Render,19,2000-09-01,183,70,4.15705,4.17182,4.20789,2.0,54,68,11.69526,900,1,3,1,12.28304,50.0,2021.0,58.0,59.0,55.0,50.0,26.0,49.0,14,8,13,21,9,9,10,10,20,11,18,33,35,47,48,41,61,16,52,8,22,7,4,38,13,31,12,11,58,59,55,49,50,19+2,19+2,19+2,17+0,19+0,19+0,19+0,17+0,20+2,20+2,20+2,18+2,20+2,20+2,20+2,18+2,17+2,19+2,19+2,19+2,17+2,17+2,20+2,20+2,20+2,17+2,64.50657574281539,0,1,0
255849,D. Mitsui,19,2001-05-27,189,80,4.18343,4.17704,4.18379,1.0,54,68,11.69526,500,1,3,1,12.28304,22.0,2023.0,59.0,54.0,49.0,58.0,24.0,42.0,11,8,12,18,9,10,12,13,30,11,19,28,28,49,36,37,52,29,70,7,22,13,5,35,12,39,15,13,59,54,49,42,58,20+2,20+2,20+2,17+0,18+0,18+0,18+0,17+0,19+2,19+2,19+2,19+2,22+2,22+2,22+2,19+2,19+2,22+2,22+2,22+2,19+2,18+2,23+2,23+2,23+2,18+2,64.50657574281539,0,1,0
236919,N. Suman,20,2000-02-28,197,87,4.12926,4.15798,4.12403,1.0,54,67,11.60824,500,1,3,1,12.19603,20.0,2021.0,57.0,57.0,54.0,54.0,21.0,55.0,11,7,12,28,8,10,11,12,21,10,23,19,31,36,29,41,33,29,37,7,24,13,7,32,15,34,10,11,57,57,54,55,54,18+2,18+2,18+2,16+0,18+0,18+0,18+0,16+0,19+2,19+2,19+2,18+2,20+2,20+2,20+2,18+2,18+2,20+2,20+2,20+2,18+2,17+2,18+2,18+2,18+2,17+2,64.50657574281539,0,0,1
242086,M. Sutton,20,2000-03-07,185,70,4.12926,4.19909,4.12403,1.0,54,67,11.60824,750,1,2,1,12.19603,30.0,2020.0,55.0,53.0,51.0,53.0,20.0,54.0,14,7,12,18,8,9,12,13,15,16,27,15,22,52,42,38,59,32,32,9,19,8,4,31,18,42,14,12,55,53,51,54,53,18+2,18+2,18+2,17+0,18+0,18+0,18+0,17+0,19+2,19+2,19+2,19+2,20+2,20+2,20+2,19+2,18+2,19+2,19+2,19+2,18+2,18+2,17+2,17+2,17+2,18+2,64.50657574281539,0,1,0
245425,N. James,19,2001-02-14,185,78,4.12926,4.11693,4.12403,1.0,54,67,11.51294,500,1,3,1,12.10072,40.0,2020.0,57.0,54.0,51.0,57.0,24.0,51.0,14,5,14,18,5,9,13,10,16,12,32,17,30,41,42,38,60,27,52,9,19,14,6,38,11,33,11,11,57,54,51,51,57,18+2,18+2,18+2,17+0,18+0,18+0,18+0,17+0,19+2,19+2,19+2,18+2,19+2,19+2,19+2,18+2,17+2,19+2,19+2,19+2,17+2,17+2,20+2,20+2,20+2,17+2,64.50657574281539,0,1,0
255178,E. Lopez,21,1999-03-05,183,75,4.16679,4.18741,4.1976,1.0,54,67,11.60824,600,1,2,1,12.19603,12.0,2022.0,57.0,51.0,53.0,59.0,23.0,49.0,11,8,11,15,5,8,14,12,26,11,33,15,22,46,43,40,61,16,45,7,29,7,6,28,13,40,11,10,57,51,53,49,59,18+2,18+2,18+2,16+0,17+0,17+0,17+0,16+0,17+2,17+2,17+2,17+2,18+2,18+2,18+2,17+2,15+2,18+2,18+2,18+2,15+2,15+2,18+2,18+2,18+2,15+2,64.50657574281539,0,0,1
244355,J. Brendieck,21,1999-06-05,194,88,4.20005,4.15043,4.14699,3.0,54,66,11.51294,500,1,2,1,12.10072,22.0,2021.0,57.0,55.0,49.0,56.0,20.0,52.0,11,8,13,19,5,7,10,13,16,12,20,20,24,39,24,37,38,40,67,6,19,10,7,31,15,27,13,14,57,55,49,52,56,19+2,19+2,19+2,15+0,17+0,17+0,17+0,15+0,17+2,17+2,17+2,17+2,19+2,19+2,19+2,17+2,18+2,20+2,20+2,20+2,18+2,18+2,21+2,21+2,21+2,18+2,64.50657574281539,0,1,0
245090,L. Beckemeyer,20,2000-04-16,182,75,4.20005,4.18803,4.19982,2.0,54,66,11.51294,1000,1,3,1,12.10072,21.0,2021.0,57.0,55.0,51.0,56.0,34.0,50.0,6,7,9,21,9,6,10,7,20,11,34,34,37,39,30,38,70,29,63,8,22,10,6,24,8,29,10,11,57,55,51,50,56,19+2,19+2,19+2,16+0,17+0,17+0,17+0,16+0,18+2,18+2,18+2,17+2,18+2,18+2,18+2,17+2,17+2,19+2,19+2,19+2,17+2,17+2,20+2,20+2,20+2,17+2,64.50657574281539,0,1,0
245545,S. Barone,21,1999-03-18,184,73,4.24431,4.19696,4.28315,1.0,54,66,11.51294,3000,1,3,1,12.10072,34.0,2021.0,56.0,54.0,52.0,55.0,27.0,50.0,12,5,14,28,8,7,11,14,25,14,30,24,34,52,47,39,64,21,53,9,21,10,7,23,13,33,12,10,56,54,52,50,55,20+2,20+2,20+2,18+0,19+0,19+0,19+0,18+0,20+2,20+2,20+2,19+2,21+2,21+2,21+2,19+2,18+2,21+2,21+2,21+2,18+2,18+2,20+2,20+2,20+2,18+2,64.50657574281539,0,1,0
252537,N. Al Ghamdi,21,1999-01-21,180,81,4.11821,4.2306,4.16233,1.0,54,66,11.51294,3000,1,2,1,12.10072,40.0,2023.0,53.0,58.0,51.0,53.0,21.0,52.0,14,9,14,29,9,12,13,11,20,18,18,23,23,49,44,38,61,23,64,5,28,12,8,23,12,36,11,10,53,58,51,52,53,21+2,21+2,21+2,18+0,20+0,20+0,20+0,18+0,20+2,20+2,20+2,20+2,21+2,21+2,21+2,20+2,19+2,22+2,22+2,22+2,19+2,18+2,22+2,22+2,22+2,18+2,64.50657574281539,0,1,0
240330,H. Hawsawi,23,1997-04-07,175,76,4.11821,4.15609,4.16233,1.0,54,64,11.40758,2000,1,3,1,11.99536,35.0,2023.0,55.0,51.0,52.0,56.0,38.0,53.0,14,8,14,16,9,12,14,10,24,13,37,38,34,44,46,39,60,34,46,5,35,7,7,44,11,46,12,12,55,51,52,53,56,20+2,20+2,20+2,20+0,21+0,21+0,21+0,20+0,21+2,21+2,21+2,22+2,22+2,22+2,22+2,22+2,19+2,20+2,20+2,20+2,19+2,19+2,20+2,20+2,20+2,19+2,64.50657574281539,0,1,0
240339,J. Granlund,20,1999-08-23,185,79,4.15754,4.11994,4.14683,1.0,54,64,11.40758,500,1,3,1,11.99536,99.0,2020.0,54.0,56.0,51.0,57.0,23.0,48.0,11,9,12,15,9,11,10,13,19,10,15,30,34,50,42,38,56,24,44,8,16,13,6,26,16,31,12,10,54,56,51,48,57,19+2,19+2,19+2,16+0,17+0,17+0,17+0,16+0,17+2,17+2,17+2,17+2,18+2,18+2,18+2,17+2,17+2,18+2,18+2,18+2,17+2,17+2,18+2,18+2,18+2,17+2,64.50657574281539,0,1,0
244178,T. Kretzschmar,21,1999-01-19,185,81,4.20005,4.10073,4.14699,3.0,54,64,11.40758,500,1,3,1,11.99536,40.0,2021.0,52.0,57.0,51.0,60.0,42.0,49.0,9,5,9,20,7,7,8,10,12,10,40,44,45,45,55,38,69,39,62,6,18,10,6,29,11,38,10,12,52,57,51,49,60,20+2,20+2,20+2,18+0,19+0,19+0,19+0,18+0,19+2,19+2,19+2,19+2,18+2,18+2,18+2,19+2,20+2,19+2,19+2,19+2,20+2,20+2,20+2,20+2,20+2,20+2,64.50657574281539,0,1,0
247295,J. Hass,22,1998-03-27,186,88,4.23111,4.20256,4.21501,1.0,54,64,11.40758,1000,1,2,1,11.99536,22.0,2023.0,56.0,57.0,51.0,55.0,22.0,50.0,10,5,10,16,7,7,13,11,23,12,25,19,25,44,37,38,46,19,66,8,20,7,6,21,16,29,10,11,56,57,51,50,55,18+2,18+2,18+2,14+0,16+0,16+0,16+0,14+0,16+2,16+2,16+2,16+2,17+2,17+2,17+2,16+2,15+2,18+2,18+2,18+2,15+2,15+2,19+2,19+2,19+2,15+2,64.50657574281539,0,1,0
254978,Seo Ju Hwan,21,1999-06-24,191,79,4.15515,4.20735,4.15247,1.0,54,64,11.40758,700,1,3,1,11.99536,25.0,2024.0,52.0,54.0,57.0,56.0,26.0,54.0,10,6,13,21,8,11,13,11,29,13,23,28,35,40,29,43,32,26,61,8,17,9,8,48,11,23,13,13,52,54,57,54,56,20+2,20+2,20+2,18+0,20+0,20+0,20+0,18+0,22+2,22+2,22+2,20+2,23+2,23+2,23+2,20+2,17+2,21+2,21+2,21+2,17+2,17+2,19+2,19+2,19+2,17+2,64.50657574281539,0,1,0
257700,A. Desjardins,20,2000-01-13,188,81,4.14462,4.19696,4.28315,1.0,54,64,11.40758,3000,1,3,1,11.99536,40.0,2024.0,56.0,52.0,48.0,56.0,22.0,53.0,10,8,10,15,7,13,13,13,20,12,22,22,28,48,35,36,53,18,57,8,28,6,2,38,14,25,8,9,56,52,48,53,56,18+2,18+2,18+2,17+0,18+0,18+0,18+0,17+0,19+2,19+2,19+2,18+2,19+2,19+2,19+2,18+2,15+2,18+2,18+2,18+2,15+2,14+2,18+2,18+2,18+2,14+2,64.50657574281539,0,1,0
258305,G. Thomas,19,2001-03-21,188,75,4.15754,4.1005,4.14683,1.0,54,64,11.28979,500,1,2,1,11.87758,13.0,2024.0,58.0,56.0,50.0,58.0,27.0,46.0,10,5,10,19,7,11,10,13,21,19,25,29,24,47,36,38,49,18,53,8,23,11,7,45,14,33,11,11,58,56,50,46,58,19+2,19+2,19+2,19+0,21+0,21+0,21+0,19+0,22+2,22+2,22+2,20+2,22+2,22+2,22+2,20+2,17+2,20+2,20+2,20+2,17+2,17+2,19+2,19+2,19+2,17+2,64.50657574281539,0,1,0
254962,D. Callender,22,1997-10-07,191,93,4.16679,4.20866,4.1976,1.0,54,63,11.28979,800,1,3,1,11.87758,27.0,2020.0,56.0,48.0,60.0,57.0,18.0,50.0,13,5,13,27,6,14,10,13,24,14,15,20,23,51,23,45,33,24,74,7,16,6,4,25,11,36,13,11,56,48,60,50,57,21+2,21+2,21+2,17+0,19+0,19+0,19+0,17+0,19+2,19+2,19+2,19+2,21+2,21+2,21+2,19+2,18+2,21+2,21+2,21+2,18+2,17+2,20+2,20+2,20+2,17+2,64.50657574281539,0,1,0
257926,C. Ramos,20,2000-06-14,180,74,4.19801,4.25537,4.21896,1.0,54,63,11.28979,3000,1,3,1,11.87758,81.0,2024.0,54.0,56.0,55.0,59.0,19.0,52.0,10,9,11,29,8,6,13,11,23,10,17,21,26,31,49,41,63,28,40,5,23,13,8,37,11,27,11,13,54,56,55,52,59,17+2,17+2,17+2,15+0,17+0,17+0,17+0,15+0,19+2,19+2,19+2,17+2,21+2,21+2,21+2,17+2,17+2,21+2,21+2,21+2,17+2,17+2,19+2,19+2,19+2,17+2,64.50657574281539,0,1,0
233681,Liu Shibo,23,1997-05-20,189,78,4.09411,4.21001,4.13392,1.0,54,62,11.28979,2000,1,2,1,11.87758,1.0,2021.0,52.0,56.0,51.0,57.0,35.0,48.0,14,16,15,28,18,18,13,11,31,17,33,36,48,51,49,38,55,32,55,19,26,21,18,48,18,38,14,13,52,56,51,48,57,26+2,26+2,26+2,25+0,27+0,27+0,27+0,25+0,28+2,28+2,28+2,26+2,29+2,29+2,29+2,26+2,24+2,27+2,27+2,27+2,24+2,24+2,26+2,26+2,26+2,24+2,64.50657574281539,0,1,0
241401,S. Moloney,20,2000-04-15,189,76,4.15705,4.09365,4.09675,4.0,54,62,11.28979,800,1,2,1,11.87758,21.0,2021.0,55.0,51.0,53.0,54.0,27.0,55.0,13,8,11,27,7,13,14,10,28,11,28,27,33,45,42,40,62,24,35,7,28,6,7,25,14,43,13,14,55,51,53,55,54,19+2,19+2,19+2,18+0,19+0,19+0,19+0,18+0,20+2,20+2,20+2,20+2,21+2,21+2,21+2,20+2,19+2,21+2,21+2,21+2,19+2,19+2,20+2,20+2,20+2,19+2,64.50657574281539,0,1,0
247434,L. Pöhls,23,1997-05-01,186,80,4.20005,4.12848,4.06243,1.0,54,62,11.28979,500,1,2,1,11.87758,25.0,2020.0,56.0,57.0,56.0,56.0,34.0,50.0,11,7,14,33,9,7,13,13,25,14,32,36,45,38,48,42,54,24,60,7,25,8,9,33,15,23,14,10,56,57,56,50,56,21+2,21+2,21+2,19+0,20+0,20+0,20+0,19+0,22+2,22+2,22+2,21+2,22+2,22+2,22+2,21+2,19+2,21+2,21+2,21+2,19+2,18+2,21+2,21+2,21+2,18+2,64.50657574281539,0,1,0
247176,L. McNicholas,20,2000-01-01,191,81,4.12431,4.04865,4.06243,1.0,54,61,11.15626,500,1,2,1,11.74405,16.0,2021.0,55.0,56.0,51.0,56.0,28.0,55.0,11,11,12,20,10,15,13,11,26,12,30,26,33,37,26,38,40,25,62,10,27,13,5,52,12,30,13,13,55,56,51,55,56,20+2,20+2,20+2,19+0,20+0,20+0,20+0,19+0,23+2,23+2,23+2,21+2,23+2,23+2,23+2,21+2,18+2,21+2,21+2,21+2,18+2,17+2,21+2,21+2,21+2,17+2,64.50657574281539,0,1,0
258548,Julen,21,1999-01-01,180,75,4.25221,4.17549,4.21346,2.0,54,61,11.15626,700,1,2,1,11.74405,33.0,2021.0,56.0,61.0,47.0,57.0,23.0,45.0,11,8,10,24,8,11,13,10,19,10,27,20,35,46,55,35,54,25,52,8,23,13,7,23,12,35,14,12,56,61,47,45,57,19+2,19+2,19+2,17+0,18+0,18+0,18+0,17+0,18+2,18+2,18+2,18+2,19+2,19+2,19+2,18+2,18+2,20+2,20+2,20+2,18+2,17+2,20+2,20+2,20+2,17+2,64.50657574281539,0,1,0
235426,G. Chande,22,1998-05-03,181,78,4.18404,4.11284,4.15618,1.0,54,60,11.15626,850,1,2,1,11.74405,42.0,2022.0,57.0,52.0,52.0,57.0,27.0,53.0,11,9,13,16,5,11,12,14,16,18,23,31,32,43,44,39,66,17,58,8,20,6,7,38,10,38,14,10,57,52,52,53,57,20+2,20+2,20+2,18+0,20+0,20+0,20+0,18+0,20+2,20+2,20+2,19+2,19+2,19+2,19+2,19+2,17+2,19+2,19+2,19+2,17+2,17+2,22+2,22+2,22+2,17+2,64.50657574281539,0,1,0
248843,H. Altıntaş,25,1994-09-11,192,84,4.18462,4.19581,4.22063,1.0,54,59,11.15626,3000,1,2,1,11.74405,31.0,2024.0,55.0,48.0,56.0,56.0,29.0,52.0,13,7,12,21,9,12,13,10,15,16,28,30,28,50,28,42,37,18,58,5,22,13,6,32,14,33,10,11,55,48,56,52,56,21+2,21+2,21+2,19+0,20+0,20+0,20+0,19+0,20+2,20+2,20+2,20+2,20+2,20+2,20+2,20+2,18+2,19+2,19+2,19+2,18+2,18+2,20+2,20+2,20+2,18+2,64.50657574281539,0,1,0
205558,J. Cracknell,26,1994-06-05,183,71,4.15705,4.07616,4.09675,4.0,54,58,11.00212,1000,1,3,1,11.5899,13.0,2021.0,54.0,53.0,52.0,55.0,46.0,53.0,20,15,18,26,17,18,16,12,28,24,45,46,36,49,62,39,56,42,51,15,23,23,19,16,27,32,18,16,54,53,52,53,55,27+2,27+2,27+2,26+0,26+0,26+0,26+0,26+0,25+2,25+2,25+2,27+2,25+2,25+2,25+2,27+2,28+2,27+2,27+2,27+2,28+2,27+2,26+2,26+2,26+2,27+2,64.50657574281539,0,1,0
258877,A. Azurín,29,1991-05-29,183,73,4.15858,4.16777,4.14488,1.0,54,54,10.8198,500,1,2,1,11.40758,31.0,2020.0,54.0,56.0,49.0,55.0,20.0,51.0,11,7,11,23,8,14,13,14,28,21,17,23,26,47,48,37,58,23,46,9,26,6,4,27,18,26,12,12,54,56,49,51,55,19+2,19+2,19+2,18+0,19+0,19+0,19+0,18+0,20+2,20+2,20+2,20+2,22+2,22+2,22+2,20+2,18+2,21+2,21+2,21+2,18+2,17+2,19+2,19+2,19+2,17+2,64.50657574281539,0,1,0
257126,T. Sharman-Lowe,17,2003-03-30,189,80,4.15705,4.13517,4.12629,3.0,53,77,11.60824,500,1,3,1,12.19603,28.0,2023.0,54.0,53.0,52.0,54.0,24.0,52.0,12,9,13,22,7,11,12,15,11,19,31,19,31,40,39,39,40,18,63,8,29,10,10,25,14,32,11,13,54,53,52,52,54,21+2,21+2,21+2,18+0,19+0,19+0,19+0,18+0,19+2,19+2,19+2,18+2,18+2,18+2,18+2,18+2,17+2,19+2,19+2,19+2,17+2,17+2,21+2,21+2,21+2,17+2,64.50657574281539,0,1,0
255976,O. Dovin,17,2002-07-11,187,75,4.16966,4.18907,4.15211,1.0,53,74,11.60824,500,1,2,1,12.19603,24.0,2024.0,62.0,54.0,48.0,53.0,25.0,52.0,10,6,11,23,9,10,14,10,20,15,23,27,21,30,39,36,51,26,43,6,21,13,7,28,11,23,10,14,62,54,48,52,53,17+2,17+2,17+2,16+0,17+0,17+0,17+0,16+0,18+2,18+2,18+2,17+2,19+2,19+2,19+2,17+2,17+2,19+2,19+2,19+2,17+2,17+2,18+2,18+2,18+2,17+2,64.50657574281539,0,1,0
250804,J. Walsh,18,2002-04-01,185,74,4.15705,4.16616,4.12629,3.0,53,73,11.51294,500,1,5,1,12.10072,12.0,2022.0,57.0,54.0,61.0,58.0,60.0,47.0,15,9,12,34,11,17,12,14,30,25,53,65,64,31,49,46,71,40,53,8,21,14,9,38,7,50,15,12,57,54,61,47,58,25+2,25+2,25+2,27+0,26+0,26+0,26+0,27+0,28+2,28+2,28+2,28+2,27+2,27+2,27+2,28+2,26+2,25+2,25+2,25+2,26+2,25+2,23+2,23+2,23+2,25+2,64.50657574281539,0,1,0
250865,Z. Jeacock,19,2001-05-08,188,77,4.15705,4.22147,4.20789,2.0,53,73,11.60824,800,1,3,1,12.19603,38.0,2022.0,53.0,51.0,61.0,56.0,28.0,51.0,14,8,11,18,8,8,11,13,22,18,32,24,29,42,34,46,43,26,48,9,18,11,6,39,15,26,11,12,53,51,61,51,56,20+2,20+2,20+2,18+0,20+0,20+0,20+0,18+0,20+2,20+2,20+2,20+2,21+2,21+2,21+2,20+2,18+2,19+2,19+2,19+2,18+2,18+2,18+2,18+2,18+2,18+2,64.50657574281539,0,1,0
253398,M. Ulla,18,2002-06-10,185,70,4.15754,4.14504,4.14683,1.0,53,73,11.51294,500,1,2,1,12.10072,1.0,2023.0,55.0,54.0,50.0,53.0,29.0,53.0,10,8,12,20,9,6,10,12,23,13,31,28,24,35,38,38,44,27,50,7,21,6,7,30,17,24,13,11,55,54,50,53,53,18+2,18+2,18+2,16+0,17+0,17+0,17+0,16+0,18+2,18+2,18+2,18+2,19+2,19+2,19+2,18+2,16+2,18+2,18+2,18+2,16+2,16+2,18+2,18+2,18+2,16+2,64.50657574281539,0,1,0
254573,M. Andersen,19,2001-05-29,180,70,4.15754,4.15104,4.14683,1.0,53,73,11.60824,500,1,3,1,12.19603,25.0,2020.0,55.0,51.0,54.0,55.0,19.0,51.0,13,9,11,25,8,8,11,11,16,13,20,19,39,40,41,41,50,25,45,5,16,10,7,32,10,31,12,13,55,51,54,51,55,18+2,18+2,18+2,17+0,18+0,18+0,18+0,17+0,19+2,19+2,19+2,18+2,19+2,19+2,19+2,18+2,17+2,19+2,19+2,19+2,17+2,17+2,18+2,18+2,18+2,17+2,64.50657574281539,0,1,0
258600,D. Ciofu,18,2002-05-15,188,81,4.1583,4.13085,4.15789,1.0,53,72,11.51294,500,1,2,1,12.10072,33.0,2024.0,54.0,49.0,53.0,57.0,35.0,52.0,13,7,14,27,7,10,13,14,22,17,34,36,30,42,54,40,51,26,44,12,25,12,8,34,16,36,13,11,54,49,53,52,57,21+2,21+2,21+2,20+0,21+0,21+0,21+0,20+0,22+2,22+2,22+2,21+2,22+2,22+2,22+2,21+2,20+2,21+2,21+2,21+2,20+2,20+2,20+2,20+2,20+2,20+2,64.50657574281539,0,1,0
242853,S. Brynn,19,2000-10-30,184,74,4.15705,4.17541,4.20789,2.0,53,71,11.60824,800,1,2,1,12.19603,31.0,2023.0,48.0,55.0,58.0,57.0,31.0,50.0,14,9,14,16,6,8,11,14,18,14,33,29,31,45,44,44,64,24,40,9,22,6,8,26,15,24,14,12,48,55,58,50,57,20+2,20+2,20+2,18+0,19+0,19+0,19+0,18+0,18+2,18+2,18+2,18+2,18+2,18+2,18+2,18+2,18+2,18+2,18+2,18+2,18+2,18+2,19+2,19+2,19+2,18+2,64.50657574281539,0,1,0
257854,J. Newman,18,2002-02-12,188,70,4.17095,4.13332,4.16988,1.0,53,71,11.51294,500,1,2,1,12.10072,31.0,2022.0,57.0,55.0,54.0,56.0,22.0,52.0,12,9,10,29,5,6,10,14,22,11,24,21,37,31,35,41,44,17,40,8,17,14,6,26,18,24,12,14,57,55,54,52,56,17+2,17+2,17+2,16+0,17+0,17+0,17+0,16+0,18+2,18+2,18+2,17+2,19+2,19+2,19+2,17+2,16+2,19+2,19+2,19+2,16+2,16+2,17+2,17+2,17+2,16+2,64.50657574281539,0,1,0
242976,T. Billson,19,2000-10-18,193,79,4.15705,4.17899,4.20789,2.0,53,70,11.60824,2000,1,2,1,12.19603,31.0,2021.0,58.0,50.0,46.0,60.0,28.0,48.0,10,7,14,25,6,6,14,12,29,18,32,25,26,37,41,35,63,24,52,8,18,7,5,34,12,36,14,12,58,50,46,48,60,19+2,19+2,19+2,17+0,18+0,18+0,18+0,17+0,20+2,20+2,20+2,19+2,22+2,22+2,22+2,19+2,18+2,21+2,21+2,21+2,18+2,18+2,21+2,21+2,21+2,18+2,64.50657574281539,0,1,0
245470,K. Broda,18,2001-07-19,190,81,4.16189,4.1795,4.1576,1.0,53,70,11.51294,500,1,2,1,12.10072,48.0,2021.0,59.0,51.0,53.0,58.0,26.0,45.0,11,8,13,29,7,6,11,14,15,14,20,31,32,40,29,40,37,17,56,5,21,7,4,26,14,37,11,12,59,51,53,45,58,19+2,19+2,19+2,16+0,18+0,18+0,18+0,16+0,18+2,18+2,18+2,17+2,18+2,18+2,18+2,17+2,17+2,19+2,19+2,19+2,17+2,17+2,19+2,19+2,19+2,17+2,64.50657574281539,0,1,0
245797,J. Pukaj,20,2000-02-13,192,85,4.18404,4.20525,4.15618,1.0,53,70,11.60824,1000,1,3,1,12.19603,44.0,2021.0,57.0,56.0,54.0,52.0,21.0,53.0,14,5,10,24,5,6,11,14,24,10,16,25,35,35,26,41,32,27,58,9,17,12,6,25,17,38,14,14,57,56,54,53,52,17+2,17+2,17+2,15+0,16+0,16+0,16+0,15+0,17+2,17+2,17+2,16+2,19+2,19+2,19+2,16+2,17+2,20+2,20+2,20+2,17+2,17+2,19+2,19+2,19+2,17+2,64.50657574281539,0,1,0
254550,B. Neugebauer,18,2002-02-18,188,82,4.16189,4.13677,4.1576,1.0,53,70,11.51294,500,1,2,1,12.10072,31.0,2021.0,49.0,56.0,52.0,55.0,33.0,52.0,10,5,11,19,6,13,12,12,23,18,41,27,42,46,37,39,51,20,44,9,25,7,4,42,15,26,13,13,49,56,52,52,55,19+2,19+2,19+2,20+0,21+0,21+0,21+0,20+0,22+2,22+2,22+2,21+2,22+2,22+2,22+2,21+2,18+2,20+2,20+2,20+2,18+2,18+2,19+2,19+2,19+2,18+2,64.50657574281539,0,1,0
257486,B. Jones,18,2001-11-20,190,82,4.12431,4.10844,4.12629,3.0,53,70,11.51294,500,1,2,1,12.10072,40.0,2021.0,55.0,53.0,52.0,54.0,25.0,51.0,11,7,14,21,8,10,13,11,21,13,17,31,22,38,59,39,54,17,53,5,16,14,7,33,15,37,13,13,55,53,52,51,54,19+2,19+2,19+2,16+0,18+0,18+0,18+0,16+0,18+2,18+2,18+2,18+2,19+2,19+2,19+2,18+2,17+2,19+2,19+2,19+2,17+2,17+2,20+2,20+2,20+2,17+2,64.50657574281539,0,1,0
